Time(s),X-Position (X[2]),Y-Position (X[1]),Input U
4.06800000e+001,1.20547507e+000,2.37375820e+000,8.64045420e-001
4.06900000e+001,1.22905645e+000,2.35179238e+000,8.63993487e-001
4.07000000e+001,1.25241207e+000,2.32852294e+000,8.63941555e-001
4.07100000e+001,1.27552903e+000,2.30397121e+000,8.63889624e-001
4.07200000e+001,1.29839466e+000,2.27816207e+000,8.63837693e-001
4.07300000e+001,1.32099654e+000,2.25112388e+000,8.63785764e-001
4.07400000e+001,1.34332257e+000,2.22288838e+000,8.63733836e-001
4.07500000e+001,1.36536096e+000,2.19349058e+000,8.63681909e-001
4.07600000e+001,1.38710031e+000,2.16296862e+000,8.63629982e-001
4.07700000e+001,1.40852960e+000,2.13136363e+000,8.63578057e-001
4.07800000e+001,1.42963824e+000,2.09871952e+000,8.63526133e-001
4.07900000e+001,1.45041609e+000,2.06508283e+000,8.63474210e-001
4.08000000e+001,1.47085348e+000,2.03050248e+000,8.63422288e-001
4.08100000e+001,1.49094126e+000,1.99502959e+000,8.63370367e-001
4.08200000e+001,1.51067077e+000,1.95871722e+000,8.63318447e-001
4.08300000e+001,1.53003392e+000,1.92162011e+000,8.63266528e-001
4.08400000e+001,1.54902314e+000,1.88379449e+000,8.63214610e-001
4.08500000e+001,1.56763147e+000,1.84529775e+000,8.63162693e-001
4.08600000e+001,1.58585248e+000,1.80618825e+000,8.63110778e-001
4.08700000e+001,1.60368036e+000,1.76652498e+000,8.63058863e-001
4.08800000e+001,1.62110988e+000,1.72636740e+000,8.63006949e-001
4.08900000e+001,1.63813641e+000,1.68577508e+000,8.62955036e-001
4.09000000e+001,1.65475589e+000,1.64480754e+000,8.62903125e-001
4.09100000e+001,1.67096490e+000,1.60352394e+000,8.62851214e-001
4.09200000e+001,1.68676055e+000,1.56198289e+000,8.62799305e-001
4.09300000e+001,1.70214058e+000,1.52024220e+000,8.62747396e-001
4.09400000e+001,1.71710328e+000,1.47835869e+000,8.62695489e-001
4.09500000e+001,1.73164750e+000,1.43638797e+000,8.62643582e-001
4.09600000e+001,1.74577264e+000,1.39438428e+000,8.62591677e-001
4.09700000e+001,1.75947863e+000,1.35240030e+000,8.62539773e-001
4.09800000e+001,1.77276594e+000,1.31048701e+000,8.62487870e-001
4.09900000e+001,1.78563552e+000,1.26869354e+000,8.62435968e-001
4.10000000e+001,1.79808879e+000,1.22706709e+000,8.62384066e-001
4.10100000e+001,1.81012765e+000,1.18565277e+000,8.62332166e-001
4.10200000e+001,1.82175444e+000,1.14449355e+000,8.62280268e-001
4.10300000e+001,1.83297191e+000,1.10363019e+000,8.62228370e-001
4.10400000e+001,1.84378320e+000,1.06310115e+000,8.62176473e-001
4.10500000e+001,1.85419183e+000,1.02294259e+000,8.62124577e-001
4.10600000e+001,1.86420168e+000,9.83188341e-001,8.62072682e-001
4.10700000e+001,1.87381693e+000,9.43869869e-001,8.62020789e-001
4.10800000e+001,1.88304208e+000,9.05016295e-001,8.61968896e-001
4.10900000e+001,1.89188192e+000,8.66654406e-001,8.61917005e-001
4.11000000e+001,1.90034146e+000,8.28808679e-001,8.61865114e-001
4.11100000e+001,1.90842598e+000,7.91501321e-001,8.61813225e-001
4.11200000e+001,1.91614094e+000,7.54752306e-001,8.61761337e-001
4.11300000e+001,1.92349202e+000,7.18579438e-001,8.61709450e-001
4.11400000e+001,1.93048503e+000,6.82998404e-001,8.61657564e-001
4.11500000e+001,1.93712597e+000,6.48022845e-001,8.61605679e-001
4.11600000e+001,1.94342093e+000,6.13664431e-001,8.61553795e-001
4.11700000e+001,1.94937611e+000,5.79932932e-001,8.61501912e-001
4.11800000e+001,1.95499783e+000,5.46836303e-001,8.61450030e-001
4.11900000e+001,1.96029244e+000,5.14380771e-001,8.61398150e-001
4.12000000e+001,1.96526637e+000,4.82570912e-001,8.61346270e-001
4.12100000e+001,1.96992608e+000,4.51409749e-001,8.61294392e-001
4.12200000e+001,1.97427805e+000,4.20898833e-001,8.61242514e-001
4.12300000e+001,1.97832878e+000,3.91038333e-001,8.61190638e-001
4.12400000e+001,1.98208474e+000,3.61827124e-001,8.61138763e-001
4.12500000e+001,1.98555241e+000,3.33262877e-001,8.61086889e-001
4.12600000e+001,1.98873824e+000,3.05342140e-001,8.61035016e-001
4.12700000e+001,1.99164861e+000,2.78060423e-001,8.60983144e-001
4.12800000e+001,1.99428989e+000,2.51412283e-001,8.60931273e-001
4.12900000e+001,1.99666836e+000,2.25391400e-001,8.60879404e-001
4.13000000e+001,1.99879025e+000,1.99990655e-001,8.60827535e-001
4.13100000e+001,2.00066170e+000,1.75202205e-001,8.60775667e-001
4.13200000e+001,2.00228880e+000,1.51017552e-001,8.60723801e-001
4.13300000e+001,2.00367751e+000,1.27427612e-001,8.60671936e-001
4.13400000e+001,2.00483373e+000,1.04422781e-001,8.60620072e-001
4.13500000e+001,2.00576324e+000,8.19929957e-002,8.60568209e-001
4.13600000e+001,2.00647174e+000,6.01277913e-002,8.60516347e-001
4.13700000e+001,2.00696480e+000,3.88163573e-002,8.60464486e-001
4.13800000e+001,2.00724789e+000,1.80475892e-002,8.60412626e-001
4.13900000e+001,2.00732638e+000,-2.18986286e-003,8.60360768e-001
4.14000000e+001,2.00720551e+000,-2.19075484e-002,8.60308910e-001
4.14100000e+001,2.00689040e+000,-4.11171743e-002,8.60257054e-001
4.14200000e+001,2.00638608e+000,-5.98305651e-002,8.60205199e-001
4.14300000e+001,2.00569742e+000,-7.80596266e-002,8.60153345e-001
4.14400000e+001,2.00482921e+000,-9.58163119e-002,8.60101492e-001
4.14500000e+001,2.00378611e+000,-1.13112591e-001,8.60049640e-001
4.14600000e+001,2.00257263e+000,-1.29960420e-001,8.59997789e-001
4.14700000e+001,2.00119321e+000,-1.46371718e-001,8.59945939e-001
4.14800000e+001,1.99965214e+000,-1.62358342e-001,8.59894091e-001
4.14900000e+001,1.99795359e+000,-1.77932065e-001,8.59842243e-001
4.15000000e+001,1.99610164e+000,-1.93104558e-001,8.59790397e-001
4.15100000e+001,1.99410022e+000,-2.07887369e-001,8.59738552e-001
4.15200000e+001,1.99195317e+000,-2.22291912e-001,8.59686708e-001
4.15300000e+001,1.98966420e+000,-2.36329451e-001,8.59634865e-001
4.15400000e+001,1.98723694e+000,-2.50011088e-001,8.59583024e-001
4.15500000e+001,1.98467486e+000,-2.63347753e-001,8.59531183e-001
4.15600000e+001,1.98198136e+000,-2.76350193e-001,8.59479344e-001
4.15700000e+001,1.97915972e+000,-2.89028966e-001,8.59427505e-001
4.15800000e+001,1.97621313e+000,-3.01394435e-001,8.59375668e-001
4.15900000e+001,1.97314465e+000,-3.13456760e-001,8.59323832e-001
4.16000000e+001,1.96995727e+000,-3.25225895e-001,8.59271997e-001
4.16100000e+001,1.96665385e+000,-3.36711586e-001,8.59220164e-001
4.16200000e+001,1.96323718e+000,-3.47923365e-001,8.59168331e-001
4.16300000e+001,1.95970996e+000,-3.58870553e-001,8.59116500e-001
4.16400000e+001,1.95607476e+000,-3.69562254e-001,8.59064670e-001
4.16500000e+001,1.95233410e+000,-3.80007359e-001,8.59012840e-001
4.16600000e+001,1.94849039e+000,-3.90214542e-001,8.58961012e-001
4.16700000e+001,1.94454597e+000,-4.00192266e-001,8.58909186e-001
4.16800000e+001,1.94050309e+000,-4.09948780e-001,8.58857360e-001
4.16900000e+001,1.93636391e+000,-4.19492122e-001,8.58805535e-001
4.17000000e+001,1.93213052e+000,-4.28830123e-001,8.58753712e-001
4.17100000e+001,1.92780493e+000,-4.37970408e-001,8.58701890e-001
4.17200000e+001,1.92338908e+000,-4.46920399e-001,8.58650069e-001
4.17300000e+001,1.91888483e+000,-4.55687318e-001,8.58598249e-001
4.17400000e+001,1.91429397e+000,-4.64278190e-001,8.58546430e-001
4.17500000e+001,1.90961823e+000,-4.72699849e-001,8.58494613e-001
4.17600000e+001,1.90485925e+000,-4.80958939e-001,8.58442796e-001
4.17700000e+001,1.90001864e+000,-4.89061920e-001,8.58390981e-001
4.17800000e+001,1.89509791e+000,-4.97015070e-001,8.58339167e-001
4.17900000e+001,1.89009854e+000,-5.04824490e-001,8.58287354e-001
4.18000000e+001,1.88502192e+000,-5.12496109e-001,8.58235543e-001
4.18100000e+001,1.87986940e+000,-5.20035689e-001,8.58183732e-001
4.18200000e+001,1.87464227e+000,-5.27448826e-001,8.58131923e-001
4.18300000e+001,1.86934177e+000,-5.34740957e-001,8.58080114e-001
4.18400000e+001,1.86396908e+000,-5.41917364e-001,8.58028307e-001
4.18500000e+001,1.85852533e+000,-5.48983179e-001,8.57976502e-001
4.18600000e+001,1.85301159e+000,-5.55943387e-001,8.57924697e-001
4.18700000e+001,1.84742889e+000,-5.62802829e-001,8.57872893e-001
4.18800000e+001,1.84177822e+000,-5.69566211e-001,8.57821091e-001
4.18900000e+001,1.83606052e+000,-5.76238104e-001,8.57769290e-001
4.19000000e+001,1.83027667e+000,-5.82822949e-001,8.57717490e-001
4.19100000e+001,1.82442752e+000,-5.89325063e-001,8.57665691e-001
4.19200000e+001,1.81851387e+000,-5.95748642e-001,8.57613894e-001
4.19300000e+001,1.81253649e+000,-6.02097763e-001,8.57562097e-001
4.19400000e+001,1.80649610e+000,-6.08376392e-001,8.57510302e-001
4.19500000e+001,1.80039339e+000,-6.14588386e-001,8.57458508e-001
4.19600000e+001,1.79422900e+000,-6.20737493e-001,8.57406715e-001
4.19700000e+001,1.78800355e+000,-6.26827364e-001,8.57354924e-001
4.19800000e+001,1.78171759e+000,-6.32861549e-001,8.57303133e-001
4.19900000e+001,1.77537168e+000,-6.38843506e-001,8.57251344e-001
4.20000000e+001,1.76896632e+000,-6.44776598e-001,8.57199556e-001
4.20100000e+001,1.76250197e+000,-6.50664106e-001,8.57147769e-001
4.20200000e+001,1.75597908e+000,-6.56509222e-001,8.57095983e-001
4.20300000e+001,1.74939806e+000,-6.62315061e-001,8.57044199e-001
4.20400000e+001,1.74275928e+000,-6.68084658e-001,8.56992416e-001
4.20500000e+001,1.73606308e+000,-6.73820975e-001,8.56940633e-001
4.20600000e+001,1.72930980e+000,-6.79526900e-001,8.56888853e-001
4.20700000e+001,1.72249970e+000,-6.85205257e-001,8.56837073e-001
4.20800000e+001,1.71563307e+000,-6.90858800e-001,8.56785295e-001
4.20900000e+001,1.70871012e+000,-6.96490222e-001,8.56733517e-001
4.21000000e+001,1.70173107e+000,-7.02102156e-001,8.56681741e-001
4.21100000e+001,1.69469611e+000,-7.07697177e-001,8.56629966e-001
4.21200000e+001,1.68760537e+000,-7.13277807e-001,8.56578193e-001
4.21300000e+001,1.68045901e+000,-7.18846513e-001,8.56526420e-001
4.21400000e+001,1.67325712e+000,-7.24405713e-001,8.56474649e-001
4.21500000e+001,1.66599978e+000,-7.29957779e-001,8.56422879e-001
4.21600000e+001,1.65868706e+000,-7.35505036e-001,8.56371110e-001
4.21700000e+001,1.65131900e+000,-7.41049767e-001,8.56319343e-001
4.21800000e+001,1.64389560e+000,-7.46594213e-001,8.56267576e-001
4.21900000e+001,1.63641686e+000,-7.52140579e-001,8.56215811e-001
4.22000000e+001,1.62888275e+000,-7.57691030e-001,8.56164047e-001
4.22100000e+001,1.62129321e+000,-7.63247699e-001,8.56112285e-001
4.22200000e+001,1.61364818e+000,-7.68812686e-001,8.56060523e-001
4.22300000e+001,1.60594756e+000,-7.74388059e-001,8.56008763e-001
4.22400000e+001,1.59819124e+000,-7.79975859e-001,8.55957004e-001
4.22500000e+001,1.59037908e+000,-7.85578098e-001,8.55905246e-001
4.22600000e+001,1.58251094e+000,-7.91196764e-001,8.55853490e-001
4.22700000e+001,1.57458662e+000,-7.96833820e-001,8.55801734e-001
4.22800000e+001,1.56660595e+000,-8.02491209e-001,8.55749980e-001
4.22900000e+001,1.55856871e+000,-8.08170852e-001,8.55698227e-001
4.23000000e+001,1.55047467e+000,-8.13874652e-001,8.55646476e-001
4.23100000e+001,1.54232357e+000,-8.19604493e-001,8.55594725e-001
4.23200000e+001,1.53411515e+000,-8.25362246e-001,8.55542976e-001
4.23300000e+001,1.52584912e+000,-8.31149765e-001,8.55491228e-001
4.23400000e+001,1.51752518e+000,-8.36968892e-001,8.55439481e-001
4.23500000e+001,1.50914300e+000,-8.42821458e-001,8.55387736e-001
4.23600000e+001,1.50070223e+000,-8.48709281e-001,8.55335992e-001
4.23700000e+001,1.49220252e+000,-8.54634173e-001,8.55284249e-001
4.23800000e+001,1.48364348e+000,-8.60597936e-001,8.55232507e-001
4.23900000e+001,1.47502473e+000,-8.66602367e-001,8.55180766e-001
4.24000000e+001,1.46634584e+000,-8.72649254e-001,8.55129027e-001
4.24100000e+001,1.45760638e+000,-8.78740386e-001,8.55077289e-001
4.24200000e+001,1.44880590e+000,-8.84877544e-001,8.55025552e-001
4.24300000e+001,1.43994394e+000,-8.91062508e-001,8.54973817e-001
4.24400000e+001,1.43102001e+000,-8.97297058e-001,8.54922083e-001
4.24500000e+001,1.42203360e+000,-9.03582973e-001,8.54870350e-001
4.24600000e+001,1.41298419e+000,-9.09922032e-001,8.54818618e-001
4.24700000e+001,1.40387124e+000,-9.16316017e-001,8.54766887e-001
4.24800000e+001,1.39469420e+000,-9.22766712e-001,8.54715158e-001
4.24900000e+001,1.38545249e+000,-9.29275903e-001,8.54663430e-001
4.25000000e+001,1.37614552e+000,-9.35845383e-001,8.54611703e-001
4.25100000e+001,1.36677268e+000,-9.42476947e-001,8.54559978e-001
4.25200000e+001,1.35733334e+000,-9.49172398e-001,8.54508253e-001
4.25300000e+001,1.34782685e+000,-9.55933545e-001,8.54456530e-001
4.25400000e+001,1.33825254e+000,-9.62762203e-001,8.54404809e-001
4.25500000e+001,1.32860974e+000,-9.69660197e-001,8.54353088e-001
4.25600000e+001,1.31889775e+000,-9.76629359e-001,8.54301369e-001
4.25700000e+001,1.30911584e+000,-9.83671529e-001,8.54249651e-001
4.25800000e+001,1.29926328e+000,-9.90788560e-001,8.54197934e-001
4.25900000e+001,1.28933930e+000,-9.97982312e-001,8.54146219e-001
4.26000000e+001,1.27934314e+000,-1.00525466e+000,8.54094505e-001
4.26100000e+001,1.26927400e+000,-1.01260748e+000,8.54042792e-001
4.26200000e+001,1.25913108e+000,-1.02004267e+000,8.53991080e-001
4.26300000e+001,1.24891352e+000,-1.02756213e+000,8.53939370e-001
4.26400000e+001,1.23862050e+000,-1.03516778e+000,8.53887661e-001
4.26500000e+001,1.22825113e+000,-1.04286156e+000,8.53835953e-001
4.26600000e+001,1.21780453e+000,-1.05064540e+000,8.53784247e-001
4.26700000e+001,1.20727978e+000,-1.05852126e+000,8.53732541e-001
4.26800000e+001,1.19667597e+000,-1.06649110e+000,8.53680837e-001
4.26900000e+001,1.18599214e+000,-1.07455690e+000,8.53629135e-001
4.27000000e+001,1.17522733e+000,-1.08272066e+000,8.53577433e-001
4.27100000e+001,1.16438054e+000,-1.09098437e+000,8.53525733e-001
4.27200000e+001,1.15345078e+000,-1.09935006e+000,8.53474034e-001
4.27300000e+001,1.14243700e+000,-1.10781975e+000,8.53422337e-001
4.27400000e+001,1.13133817e+000,-1.11639547e+000,8.53370640e-001
4.27500000e+001,1.12015322e+000,-1.12507928e+000,8.53318945e-001
4.27600000e+001,1.10888105e+000,-1.13387324e+000,8.53267252e-001
4.27700000e+001,1.09752056e+000,-1.14277941e+000,8.53215559e-001
4.27800000e+001,1.08607061e+000,-1.15179987e+000,8.53163868e-001
4.27900000e+001,1.07453006e+000,-1.16093670e+000,8.53112178e-001
4.28000000e+001,1.06289774e+000,-1.17019200e+000,8.53060490e-001
4.28100000e+001,1.05117244e+000,-1.17956786e+000,8.53008802e-001
4.28200000e+001,1.03935297e+000,-1.18906639e+000,8.52957116e-001
4.28300000e+001,1.02743807e+000,-1.19868969e+000,8.52905432e-001
4.28400000e+001,1.01542651e+000,-1.20843986e+000,8.52853748e-001
4.28500000e+001,1.00331699e+000,-1.21831900e+000,8.52802066e-001
4.28600000e+001,9.91108226e-001,-1.22832923e+000,8.52750385e-001
4.28700000e+001,9.78798895e-001,-1.23847263e+000,8.52698706e-001
4.28800000e+001,9.66387659e-001,-1.24875130e+000,8.52647028e-001
4.28900000e+001,9.53873157e-001,-1.25916732e+000,8.52595351e-001
4.29000000e+001,9.41254007e-001,-1.26972276e+000,8.52543675e-001
4.29100000e+001,9.28528808e-001,-1.28041968e+000,8.52492001e-001
4.29200000e+001,9.15696139e-001,-1.29126011e+000,8.52440328e-001
4.29300000e+001,9.02754556e-001,-1.30224606e+000,8.52388656e-001
4.29400000e+001,8.89702597e-001,-1.31337954e+000,8.52336986e-001
4.29500000e+001,8.76538780e-001,-1.32466249e+000,8.52285317e-001
4.29600000e+001,8.63261604e-001,-1.33609686e+000,8.52233649e-001
4.29700000e+001,8.49869548e-001,-1.34768452e+000,8.52181982e-001
4.29800000e+001,8.36361073e-001,-1.35942734e+000,8.52130317e-001
4.29900000e+001,8.22734621e-001,-1.37132711e+000,8.52078653e-001
4.30000000e+001,8.08988618e-001,-1.38338558e+000,8.52026991e-001
4.30100000e+001,7.95121471e-001,-1.39560443e+000,8.51975330e-001
4.30200000e+001,7.81131570e-001,-1.40798530e+000,8.51923670e-001
4.30300000e+001,7.67017293e-001,-1.42052974e+000,8.51872011e-001
4.30400000e+001,7.52776997e-001,-1.43323922e+000,8.51820354e-001
4.30500000e+001,7.38409030e-001,-1.44611512e+000,8.51768698e-001
4.30600000e+001,7.23911724e-001,-1.45915874e+000,8.51717043e-001
4.30700000e+001,7.09283399e-001,-1.47237126e+000,8.51665390e-001
4.30800000e+001,6.94522364e-001,-1.48575377e+000,8.51613738e-001
4.30900000e+001,6.79626918e-001,-1.49930722e+000,8.51562087e-001
4.31000000e+001,6.64595350e-001,-1.51303243e+000,8.51510438e-001
4.31100000e+001,6.49425943e-001,-1.52693008e+000,8.51458790e-001
4.31200000e+001,6.34116973e-001,-1.54100070e+000,8.51407143e-001
4.31300000e+001,6.18666711e-001,-1.55524465e+000,8.51355498e-001
4.31400000e+001,6.03073428e-001,-1.56966212e+000,8.51303854e-001
4.31500000e+001,5.87335391e-001,-1.58425309e+000,8.51252211e-001
4.31600000e+001,5.71450869e-001,-1.59901735e+000,8.51200570e-001
4.31700000e+001,5.55418134e-001,-1.61395448e+000,8.51148930e-001
4.31800000e+001,5.39235466e-001,-1.62906379e+000,8.51097291e-001
4.31900000e+001,5.22901150e-001,-1.64434438e+000,8.51045654e-001
4.32000000e+001,5.06413482e-001,-1.65979505e+000,8.50994018e-001
4.32100000e+001,4.89770771e-001,-1.67541434e+000,8.50942383e-001
4.32200000e+001,4.72971345e-001,-1.69120047e+000,8.50890750e-001
4.32300000e+001,4.56013547e-001,-1.70715134e+000,8.50839118e-001
4.32400000e+001,4.38895746e-001,-1.72326452e+000,8.50787487e-001
4.32500000e+001,4.21616335e-001,-1.73953720e+000,8.50735857e-001
4.32600000e+001,4.04173739e-001,-1.75596619e+000,8.50684229e-001
4.32700000e+001,3.86566415e-001,-1.77254790e+000,8.50632603e-001
4.32800000e+001,3.68792858e-001,-1.78927832e+000,8.50580977e-001
4.32900000e+001,3.50851606e-001,-1.80615297e+000,8.50529353e-001
4.33000000e+001,3.32741244e-001,-1.82316690e+000,8.50477731e-001
4.33100000e+001,3.14460410e-001,-1.84031466e+000,8.50426110e-001
4.33200000e+001,2.96007797e-001,-1.85759026e+000,8.50374490e-001
4.33300000e+001,2.77382161e-001,-1.87498717e+000,8.50322871e-001
4.33400000e+001,2.58582326e-001,-1.89249829e+000,8.50271254e-001
4.33500000e+001,2.39607192e-001,-1.91011589e+000,8.50219638e-001
4.33600000e+001,2.20455736e-001,-1.92783161e+000,8.50168023e-001
4.33700000e+001,2.01127023e-001,-1.94563643e+000,8.50116410e-001
4.33800000e+001,1.81620214e-001,-1.96352064e+000,8.50064798e-001
4.33900000e+001,1.61934566e-001,-1.98147382e+000,8.50013188e-001
4.34000000e+001,1.42069446e-001,-1.99948477e+000,8.49961579e-001
4.34100000e+001,1.22024339e-001,-2.01754155e+000,8.49909971e-001
4.34200000e+001,1.01798848e-001,-2.03563139e+000,8.49858364e-001
4.34300000e+001,8.13927110e-002,-2.05374071e+000,8.49806759e-001
4.34400000e+001,6.08058058e-002,-2.07185505e+000,8.49755156e-001
4.34500000e+001,4.00381578e-002,-2.08995909e+000,8.49703553e-001
4.34600000e+001,1.90899503e-002,-2.10803658e+000,8.49651952e-001
4.34700000e+001,-2.03846664e-003,-2.12607035e+000,8.49600353e-001
4.34800000e+001,-2.33465669e-002,-2.14404227e+000,8.49548755e-001
4.34900000e+001,-4.48336387e-002,-2.16193325e+000,8.49497158e-001
4.35000000e+001,-6.64987744e-002,-2.17972319e+000,8.49445562e-001
4.35100000e+001,-8.83408612e-002,-2.19739101e+000,8.49393968e-001
4.35200000e+001,-1.10358570e-001,-2.21491458e+000,8.49342375e-001
4.35300000e+001,-1.32550348e-001,-2.23227076e+000,8.49290784e-001
4.35400000e+001,-1.54914402e-001,-2.24943538e+000,8.49239194e-001
4.35500000e+001,-1.77448698e-001,-2.26638323e+000,8.49187605e-001
4.35600000e+001,-2.00150940e-001,-2.28308807e+000,8.49136018e-001
4.35700000e+001,-2.23018569e-001,-2.29952264e+000,8.49084432e-001
4.35800000e+001,-2.46048745e-001,-2.31565864e+000,8.49032847e-001
4.35900000e+001,-2.69238345e-001,-2.33146681e+000,8.48981264e-001
4.36000000e+001,-2.92583945e-001,-2.34691690e+000,8.48929683e-001
4.36100000e+001,-3.16081818e-001,-2.36197773e+000,8.48878102e-001
4.36200000e+001,-3.39727918e-001,-2.37661720e+000,8.48826523e-001
4.36300000e+001,-3.63517876e-001,-2.39080236e+000,8.48774945e-001
4.36400000e+001,-3.87446991e-001,-2.40449945e+000,8.48723369e-001
4.36500000e+001,-4.11510218e-001,-2.41767395e+000,8.48671794e-001
4.36600000e+001,-4.35702168e-001,-2.43029067e+000,8.48620221e-001
4.36700000e+001,-4.60017095e-001,-2.44231380e+000,8.48568649e-001
4.36800000e+001,-4.84448894e-001,-2.45370700e+000,8.48517078e-001
4.36900000e+001,-5.08991094e-001,-2.46443351e+000,8.48465509e-001
4.37000000e+001,-5.33636857e-001,-2.47445622e+000,8.48413941e-001
4.37100000e+001,-5.58378972e-001,-2.48373781e+000,8.48362374e-001
4.37200000e+001,-5.83209856e-001,-2.49224085e+000,8.48310809e-001
4.37300000e+001,-6.08121552e-001,-2.49992792e+000,8.48259245e-001
4.37400000e+001,-6.33105730e-001,-2.50676176e+000,8.48207683e-001
4.37500000e+001,-6.58153689e-001,-2.51270541e+000,8.48156122e-001
4.37600000e+001,-6.83256363e-001,-2.51772235e+000,8.48104562e-001
4.37700000e+001,-7.08404322e-001,-2.52177667e+000,8.48053004e-001
4.37800000e+001,-7.33587784e-001,-2.52483320e+000,8.48001447e-001
4.37900000e+001,-7.58796618e-001,-2.52685774e+000,8.47949892e-001
4.38000000e+001,-7.84020359e-001,-2.52781715e+000,8.47898338e-001
4.38100000e+001,-8.09248215e-001,-2.52767960e+000,8.47846785e-001
4.38200000e+001,-8.34469087e-001,-2.52641470e+000,8.47795234e-001
4.38300000e+001,-8.59671579e-001,-2.52399370e+000,8.47743684e-001
4.38400000e+001,-8.84844015e-001,-2.52038966e+000,8.47692135e-001
4.38500000e+001,-9.09974463e-001,-2.51557764e+000,8.47640588e-001
4.38600000e+001,-9.35050751e-001,-2.50953483e+000,8.47589043e-001
4.38700000e+001,-9.60060492e-001,-2.50224080e+000,8.47537499e-001
4.38800000e+001,-9.84991107e-001,-2.49367757e+000,8.47485956e-001
4.38900000e+001,-1.00982985e+000,-2.48382982e+000,8.47434414e-001
4.39000000e+001,-1.03456384e+000,-2.47268504e+000,8.47382874e-001
4.39100000e+001,-1.05918007e+000,-2.46023363e+000,8.47331336e-001
4.39200000e+001,-1.08366548e+000,-2.44646904e+000,8.47279799e-001
4.39300000e+001,-1.10800694e+000,-2.43138787e+000,8.47228263e-001
4.39400000e+001,-1.13219130e+000,-2.41498999e+000,8.47176728e-001
4.39500000e+001,-1.15620544e+000,-2.39727855e+000,8.47125196e-001
4.39600000e+001,-1.18003627e+000,-2.37826013e+000,8.47073664e-001
4.39700000e+001,-1.20367081e+000,-2.35794468e+000,8.47022134e-001
4.39800000e+001,-1.22709617e+000,-2.33634562e+000,8.46970605e-001
4.39900000e+001,-1.25029962e+000,-2.31347978e+000,8.46919078e-001
4.40000000e+001,-1.27326862e+000,-2.28936742e+000,8.46867552e-001
4.40100000e+001,-1.29599084e+000,-2.26403215e+000,8.46816028e-001
4.40200000e+001,-1.31845422e+000,-2.23750090e+000,8.46764505e-001
4.40300000e+001,-1.34064695e+000,-2.20980380e+000,8.46712983e-001
4.40400000e+001,-1.36255758e+000,-2.18097410e+000,8.46661463e-001
4.40500000e+001,-1.38417497e+000,-2.15104803e+000,8.46609944e-001
4.40600000e+001,-1.40548838e+000,-2.12006467e+000,8.46558427e-001
4.40700000e+001,-1.42648746e+000,-2.08806578e+000,8.46506911e-001
4.40800000e+001,-1.44716230e+000,-2.05509562e+000,8.46455396e-001
4.40900000e+001,-1.46750344e+000,-2.02120074e+000,8.46403883e-001
4.41000000e+001,-1.48750188e+000,-1.98642983e+000,8.46352372e-001
4.41100000e+001,-1.50714913e+000,-1.95083344e+000,8.46300861e-001
4.41200000e+001,-1.52643723e+000,-1.91446378e+000,8.46249353e-001
4.41300000e+001,-1.54535871e+000,-1.87737450e+000,8.46197845e-001
4.41400000e+001,-1.56390667e+000,-1.83962043e+000,8.46146339e-001
4.41500000e+001,-1.58207475e+000,-1.80125736e+000,8.46094835e-001
4.41600000e+001,-1.59985716e+000,-1.76234174e+000,8.46043332e-001
4.41700000e+001,-1.61724867e+000,-1.72293052e+000,8.45991830e-001
4.41800000e+001,-1.63424461e+000,-1.68308085e+000,8.45940330e-001
4.41900000e+001,-1.65084090e+000,-1.64284986e+000,8.45888831e-001
4.42000000e+001,-1.66703401e+000,-1.60229443e+000,8.45837334e-001
4.42100000e+001,-1.68282100e+000,-1.56147097e+000,8.45785838e-001
4.42200000e+001,-1.69819945e+000,-1.52043520e+000,8.45734344e-001
4.42300000e+001,-1.71316754e+000,-1.47924198e+000,8.45682851e-001
4.42400000e+001,-1.72772396e+000,-1.43794507e+000,8.45631359e-001
4.42500000e+001,-1.74186793e+000,-1.39659699e+000,8.45579869e-001
4.42600000e+001,-1.75559921e+000,-1.35524884e+000,8.45528380e-001
4.42700000e+001,-1.76891804e+000,-1.31395016e+000,8.45476893e-001
4.42800000e+001,-1.78182515e+000,-1.27274880e+000,8.45425407e-001
4.42900000e+001,-1.79432176e+000,-1.23169078e+000,8.45373923e-001
4.43000000e+001,-1.80640951e+000,-1.19082022e+000,8.45322440e-001
4.43100000e+001,-1.81809048e+000,-1.15017924e+000,8.45270959e-001
4.43200000e+001,-1.82936717e+000,-1.10980784e+000,8.45219479e-001
4.43300000e+001,-1.84024246e+000,-1.06974394e+000,8.45168000e-001
4.43400000e+001,-1.85071961e+000,-1.03002325e+000,8.45116523e-001
4.43500000e+001,-1.86080219e+000,-9.90679268e-001,8.45065047e-001
4.43600000e+001,-1.87049414e+000,-9.51743277e-001,8.45013573e-001
4.43700000e+001,-1.87979966e+000,-9.13244330e-001,8.44962100e-001
4.43800000e+001,-1.88872327e+000,-8.75209254e-001,8.44910629e-001
4.43900000e+001,-1.89726971e+000,-8.37662677e-001,8.44859159e-001
4.44000000e+001,-1.90544397e+000,-8.00627051e-001,8.44807691e-001
4.44100000e+001,-1.91325125e+000,-7.64122691e-001,8.44756224e-001
4.44200000e+001,-1.92069696e+000,-7.28167822e-001,8.44704758e-001
4.44300000e+001,-1.92778665e+000,-6.92778632e-001,8.44653294e-001
