Time(s),X-Position (X[2]),Y-Position (X[1]),Input U
7.97300000e+001,9.43466546e-001,2.33662153e+000,6.75002062e-001
7.97400000e+001,9.66746038e-001,2.32846699e+000,6.74957633e-001
7.97500000e+001,9.89939454e-001,2.31937208e+000,6.74913205e-001
7.97600000e+001,1.01303737e+000,2.30932906e+000,6.74868780e-001
7.97700000e+001,1.03603028e+000,2.29833179e+000,6.74824356e-001
7.97800000e+001,1.05890866e+000,2.28637586e+000,6.74779935e-001
7.97900000e+001,1.08166291e+000,2.27345860e+000,6.74735516e-001
7.98000000e+001,1.10428343e+000,2.25957917e+000,6.74691098e-001
7.98100000e+001,1.12676063e+000,2.24473854e+000,6.74646683e-001
7.98200000e+001,1.14908493e+000,2.22893960e+000,6.74602270e-001
7.98300000e+001,1.17124678e+000,2.21218712e+000,6.74557858e-001
7.98400000e+001,1.19323670e+000,2.19448779e+000,6.74513449e-001
7.98500000e+001,1.21504528e+000,2.17585024e+000,6.74469042e-001
7.98600000e+001,1.23666321e+000,2.15628502e+000,6.74424636e-001
7.98700000e+001,1.25808129e+000,2.13580461e+000,6.74380233e-001
7.98800000e+001,1.27929046e+000,2.11442337e+000,6.74335832e-001
7.98900000e+001,1.30028181e+000,2.09215757e+000,6.74291432e-001
7.99000000e+001,1.32104660e+000,2.06902527e+000,6.74247035e-001
7.99100000e+001,1.34157627e+000,2.04504635e+000,6.74202640e-001
7.99200000e+001,1.36186250e+000,2.02024242e+000,6.74158247e-001
7.99300000e+001,1.38189715e+000,1.99463674e+000,6.74113855e-001
7.99400000e+001,1.40167235e+000,1.96825420e+000,6.74069466e-001
7.99500000e+001,1.42118048e+000,1.94112118e+000,6.74025079e-001
7.99600000e+001,1.44041418e+000,1.91326552e+000,6.73980694e-001
7.99700000e+001,1.45936639e+000,1.88471639e+000,6.73936310e-001
7.99800000e+001,1.47803034e+000,1.85550420e+000,6.73891929e-001
7.99900000e+001,1.49639957e+000,1.82566049e+000,6.73847550e-001
8.00000000e+001,1.51446794e+000,1.79521786e+000,6.73803173e-001
8.00100000e+001,1.53222963e+000,1.76420979e+000,6.73758798e-001
8.00200000e+001,1.54967918e+000,1.73267058e+000,6.73714424e-001
8.00300000e+001,1.56681146e+000,1.70063520e+000,6.73670053e-001
8.00400000e+001,1.58362169e+000,1.66813920e+000,6.73625684e-001
8.00500000e+001,1.60010545e+000,1.63521855e+000,6.73581317e-001
8.00600000e+001,1.61625870e+000,1.60190955e+000,6.73536952e-001
8.00700000e+001,1.63207773e+000,1.56824871e+000,6.73492589e-001
8.00800000e+001,1.64755922e+000,1.53427261e+000,6.73448227e-001
8.00900000e+001,1.66270021e+000,1.50001780e+000,6.73403868e-001
8.01000000e+001,1.67749809e+000,1.46552067e+000,6.73359511e-001
8.01100000e+001,1.69195063e+000,1.43081737e+000,6.73315156e-001
8.01200000e+001,1.70605594e+000,1.39594368e+000,6.73270803e-001
8.01300000e+001,1.71981252e+000,1.36093492e+000,6.73226452e-001
8.01400000e+001,1.73321917e+000,1.32582583e+000,6.73182103e-001
8.01500000e+001,1.74627508e+000,1.29065053e+000,6.73137756e-001
8.01600000e+001,1.75897975e+000,1.25544237e+000,6.73093411e-001
8.01700000e+001,1.77133301e+000,1.22023391e+000,6.73049067e-001
8.01800000e+001,1.78333502e+000,1.18505681e+000,6.73004726e-001
8.01900000e+001,1.79498625e+000,1.14994177e+000,6.72960387e-001
8.02000000e+001,1.80628746e+000,1.11491850e+000,6.72916050e-001
8.02100000e+001,1.81723972e+000,1.08001561e+000,6.72871715e-001
8.02200000e+001,1.82784437e+000,1.04526063e+000,6.72827382e-001
8.02300000e+001,1.83810301e+000,1.01067993e+000,6.72783051e-001
8.02400000e+001,1.84801752e+000,9.76298683e-001,6.72738722e-001
8.02500000e+001,1.85758999e+000,9.42140861e-001,6.72694395e-001
8.02600000e+001,1.86682278e+000,9.08229205e-001,6.72650070e-001
8.02700000e+001,1.87571846e+000,8.74585212e-001,6.72605747e-001
8.02800000e+001,1.88427979e+000,8.41229123e-001,6.72561426e-001
8.02900000e+001,1.89250975e+000,8.08179923e-001,6.72517107e-001
8.03000000e+001,1.90041149e+000,7.75455344e-001,6.72472790e-001
8.03100000e+001,1.90798832e+000,7.43071870e-001,6.72428475e-001
8.03200000e+001,1.91524374e+000,7.11044749e-001,6.72384162e-001
8.03300000e+001,1.92218137e+000,6.79388010e-001,6.72339851e-001
8.03400000e+001,1.92880497e+000,6.48114480e-001,6.72295542e-001
8.03500000e+001,1.93511842e+000,6.17235811e-001,6.72251235e-001
8.03600000e+001,1.94112573e+000,5.86762504e-001,6.72206930e-001
8.03700000e+001,1.94683098e+000,5.56703937e-001,6.72162627e-001
8.03800000e+001,1.95223835e+000,5.27068401e-001,6.72118326e-001
8.03900000e+001,1.95735210e+000,4.97863128e-001,6.72074027e-001
8.04000000e+001,1.96217656e+000,4.69094331e-001,6.72029730e-001
8.04100000e+001,1.96671612e+000,4.40767241e-001,6.71985435e-001
8.04200000e+001,1.97097520e+000,4.12886143e-001,6.71941142e-001
8.04300000e+001,1.97495827e+000,3.85454417e-001,6.71896851e-001
8.04400000e+001,1.97866982e+000,3.58474579e-001,6.71852562e-001
8.04500000e+001,1.98211439e+000,3.31948320e-001,6.71808275e-001
8.04600000e+001,1.98529650e+000,3.05876548e-001,6.71763990e-001
8.04700000e+001,1.98822068e+000,2.80259428e-001,6.71719707e-001
8.04800000e+001,1.99089147e+000,2.55096425e-001,6.71675426e-001
8.04900000e+001,1.99331341e+000,2.30386341e-001,6.71631147e-001
8.05000000e+001,1.99549099e+000,2.06127357e-001,6.71586870e-001
8.05100000e+001,1.99742872e+000,1.82317073e-001,6.71542595e-001
8.05200000e+001,1.99913105e+000,1.58952544e-001,6.71498322e-001
8.05300000e+001,2.00060242e+000,1.36030322e-001,6.71454051e-001
8.05400000e+001,2.00184722e+000,1.13546488e-001,6.71409782e-001
8.05500000e+001,2.00286980e+000,9.14966887e-002,6.71365515e-001
8.05600000e+001,2.00367448e+000,6.98761746e-002,6.71321250e-001
8.05700000e+001,2.00426551e+000,4.86798288e-002,6.71276987e-001
8.05800000e+001,2.00464710e+000,2.79022016e-002,6.71232726e-001
8.05900000e+001,2.00482339e+000,7.53754065e-003,6.71188467e-001
8.06000000e+001,2.00479849e+000,-1.24201793e-002,6.71144210e-001
8.06100000e+001,2.00457642e+000,-3.19772282e-002,6.71099955e-001
8.06200000e+001,2.00416115e+000,-5.11400940e-002,6.71055703e-001
8.06300000e+001,2.00355657e+000,-6.99154566e-002,6.71011452e-001
8.06400000e+001,2.00276653e+000,-8.83101637e-002,6.70967203e-001
8.06500000e+001,2.00179478e+000,-1.06331208e-001,6.70922956e-001
8.06600000e+001,2.00064502e+000,-1.23985705e-001,6.70878711e-001
8.06700000e+001,1.99932087e+000,-1.41280873e-001,6.70834468e-001
8.06800000e+001,1.99782588e+000,-1.58224014e-001,6.70790227e-001
8.06900000e+001,1.99616352e+000,-1.74822493e-001,6.70745988e-001
8.07000000e+001,1.99433721e+000,-1.91083726e-001,6.70701751e-001
8.07100000e+001,1.99235026e+000,-2.07015160e-001,6.70657516e-001
8.07200000e+001,1.99020594e+000,-2.22624260e-001,6.70613283e-001
8.07300000e+001,1.98790742e+000,-2.37918495e-001,6.70569052e-001
8.07400000e+001,1.98545780e+000,-2.52905326e-001,6.70524823e-001
8.07500000e+001,1.98286013e+000,-2.67592192e-001,6.70480596e-001
8.07600000e+001,1.98011734e+000,-2.81986505e-001,6.70436371e-001
8.07700000e+001,1.97723234e+000,-2.96095631e-001,6.70392148e-001
8.07800000e+001,1.97420792e+000,-3.09926890e-001,6.70347927e-001
8.07900000e+001,1.97104682e+000,-3.23487543e-001,6.70303708e-001
8.08000000e+001,1.96775171e+000,-3.36784785e-001,6.70259491e-001
8.08100000e+001,1.96432518e+000,-3.49825740e-001,6.70215276e-001
8.08200000e+001,1.96076975e+000,-3.62617453e-001,6.70171063e-001
8.08300000e+001,1.95708789e+000,-3.75166885e-001,6.70126853e-001
8.08400000e+001,1.95328196e+000,-3.87480911e-001,6.70082644e-001
8.08500000e+001,1.94935428e+000,-3.99566310e-001,6.70038437e-001
8.08600000e+001,1.94530711e+000,-4.11429768e-001,6.69994232e-001
8.08700000e+001,1.94114262e+000,-4.23077870e-001,6.69950029e-001
8.08800000e+001,1.93686294e+000,-4.34517100e-001,6.69905828e-001
8.08900000e+001,1.93247010e+000,-4.45753837e-001,6.69861629e-001
8.09000000e+001,1.92796612e+000,-4.56794355e-001,6.69817432e-001
8.09100000e+001,1.92335290e+000,-4.67644819e-001,6.69773237e-001
8.09200000e+001,1.91863232e+000,-4.78311286e-001,6.69729044e-001
8.09300000e+001,1.91380618e+000,-4.88799705e-001,6.69684853e-001
8.09400000e+001,1.90887624e+000,-4.99115914e-001,6.69640664e-001
8.09500000e+001,1.90384418e+000,-5.09265640e-001,6.69596477e-001
8.09600000e+001,1.89871163e+000,-5.19254502e-001,6.69552292e-001
8.09700000e+001,1.89348017e+000,-5.29088009e-001,6.69508109e-001
8.09800000e+001,1.88815133e+000,-5.38771559e-001,6.69463928e-001
8.09900000e+001,1.88272658e+000,-5.48310443e-001,6.69419749e-001
8.10000000e+001,1.87720733e+000,-5.57709845e-001,6.69375572e-001
8.10100000e+001,1.87159495e+000,-5.66974842e-001,6.69331397e-001
8.10200000e+001,1.86589076e+000,-5.76110406e-001,6.69287224e-001
8.10300000e+001,1.86009602e+000,-5.85121403e-001,6.69243053e-001
8.10400000e+001,1.85421195e+000,-5.94012598e-001,6.69198884e-001
8.10500000e+001,1.84823973e+000,-6.02788657e-001,6.69154717e-001
8.10600000e+001,1.84218048e+000,-6.11454143e-001,6.69110552e-001
8.10700000e+001,1.83603528e+000,-6.20013524e-001,6.69066389e-001
8.10800000e+001,1.82980518e+000,-6.28471170e-001,6.69022228e-001
8.10900000e+001,1.82349115e+000,-6.36831359e-001,6.68978069e-001
8.11000000e+001,1.81709417e+000,-6.45098276e-001,6.68933912e-001
8.11100000e+001,1.81061512e+000,-6.53276015e-001,6.68889756e-001
8.11200000e+001,1.80405489e+000,-6.61368583e-001,6.68845603e-001
8.11300000e+001,1.79741431e+000,-6.69379900e-001,6.68801452e-001
8.11400000e+001,1.79069417e+000,-6.77313802e-001,6.68757303e-001
8.11500000e+001,1.78389521e+000,-6.85174043e-001,6.68713156e-001
8.11600000e+001,1.77701817e+000,-6.92964298e-001,6.68669011e-001
8.11700000e+001,1.77006371e+000,-7.00688161e-001,6.68624868e-001
8.11800000e+001,1.76303249e+000,-7.08349153e-001,6.68580727e-001
8.11900000e+001,1.75592511e+000,-7.15950719e-001,6.68536588e-001
8.12000000e+001,1.74874214e+000,-7.23496233e-001,6.68492451e-001
8.12100000e+001,1.74148414e+000,-7.30988999e-001,6.68448316e-001
8.12200000e+001,1.73415162e+000,-7.38432254e-001,6.68404183e-001
8.12300000e+001,1.72674504e+000,-7.45829168e-001,6.68360051e-001
8.12400000e+001,1.71926486e+000,-7.53182846e-001,6.68315922e-001
8.12500000e+001,1.71171150e+000,-7.60496334e-001,6.68271795e-001
8.12600000e+001,1.70408533e+000,-7.67772615e-001,6.68227670e-001
8.12700000e+001,1.69638672e+000,-7.75014617e-001,6.68183547e-001
8.12800000e+001,1.68861600e+000,-7.82225209e-001,6.68139426e-001
8.12900000e+001,1.68077346e+000,-7.89407206e-001,6.68095307e-001
8.13000000e+001,1.67285937e+000,-7.96563373e-001,6.68051189e-001
8.13100000e+001,1.66487399e+000,-8.03696421e-001,6.68007074e-001
8.13200000e+001,1.65681752e+000,-8.10809014e-001,6.67962961e-001
8.13300000e+001,1.64869015e+000,-8.17903768e-001,6.67918850e-001
8.13400000e+001,1.64049206e+000,-8.24983253e-001,6.67874741e-001
8.13500000e+001,1.63222339e+000,-8.32049995e-001,6.67830633e-001
8.13600000e+001,1.62388424e+000,-8.39106479e-001,6.67786528e-001
8.13700000e+001,1.61547471e+000,-8.46155148e-001,6.67742425e-001
8.13800000e+001,1.60699486e+000,-8.53198406e-001,6.67698324e-001
8.13900000e+001,1.59844473e+000,-8.60238618e-001,6.67654225e-001
8.14000000e+001,1.58982436e+000,-8.67278115e-001,6.67610127e-001
8.14100000e+001,1.58113372e+000,-8.74319193e-001,6.67566032e-001
8.14200000e+001,1.57237279e+000,-8.81364111e-001,6.67521939e-001
8.14300000e+001,1.56354153e+000,-8.88415100e-001,6.67477848e-001
8.14400000e+001,1.55463985e+000,-8.95474358e-001,6.67433758e-001
8.14500000e+001,1.54566768e+000,-9.02544053e-001,6.67389671e-001
8.14600000e+001,1.53662489e+000,-9.09626327e-001,6.67345586e-001
8.14700000e+001,1.52751135e+000,-9.16723293e-001,6.67301502e-001
8.14800000e+001,1.51832690e+000,-9.23837037e-001,6.67257421e-001
8.14900000e+001,1.50907136e+000,-9.30969623e-001,6.67213342e-001
8.15000000e+001,1.49974453e+000,-9.38123088e-001,6.67169264e-001
8.15100000e+001,1.49034620e+000,-9.45299448e-001,6.67125189e-001
8.15200000e+001,1.48087612e+000,-9.52500698e-001,6.67081116e-001
8.15300000e+001,1.47133405e+000,-9.59728809e-001,6.67037044e-001
8.15400000e+001,1.46171970e+000,-9.66985735e-001,6.66992975e-001
8.15500000e+001,1.45203277e+000,-9.74273409e-001,6.66948908e-001
8.15600000e+001,1.44227294e+000,-9.81593747e-001,6.66904842e-001
8.15700000e+001,1.43243989e+000,-9.88948646e-001,6.66860779e-001
8.15800000e+001,1.42253326e+000,-9.96339987e-001,6.66816717e-001
8.15900000e+001,1.41255267e+000,-1.00376964e+000,6.66772658e-001
8.16000000e+001,1.40249774e+000,-1.01123944e+000,6.66728601e-001
8.16100000e+001,1.39236804e+000,-1.01875124e+000,6.66684545e-001
8.16200000e+001,1.38216316e+000,-1.02630684e+000,6.66640492e-001
8.16300000e+001,1.37188265e+000,-1.03390806e+000,6.66596440e-001
8.16400000e+001,1.36152605e+000,-1.04155669e+000,6.66552391e-001
8.16500000e+001,1.35109286e+000,-1.04925451e+000,6.66508343e-001
8.16600000e+001,1.34058260e+000,-1.05700329e+000,6.66464298e-001
8.16700000e+001,1.32999475e+000,-1.06480477e+000,6.66420254e-001
8.16800000e+001,1.31932876e+000,-1.07266071e+000,6.66376213e-001
8.16900000e+001,1.30858410e+000,-1.08057283e+000,6.66332173e-001
8.17000000e+001,1.29776018e+000,-1.08854285e+000,6.66288136e-001
8.17100000e+001,1.28685642e+000,-1.09657248e+000,6.66244100e-001
8.17200000e+001,1.27587223e+000,-1.10466341e+000,6.66200067e-001
8.17300000e+001,1.26480697e+000,-1.11281733e+000,6.66156035e-001
8.17400000e+001,1.25366001e+000,-1.12103591e+000,6.66112005e-001
8.17500000e+001,1.24243071e+000,-1.12932080e+000,6.66067978e-001
8.17600000e+001,1.23111838e+000,-1.13767366e+000,6.66023952e-001
8.17700000e+001,1.21972234e+000,-1.14609611e+000,6.65979929e-001
8.17800000e+001,1.20824189e+000,-1.15458978e+000,6.65935907e-001
8.17900000e+001,1.19667632e+000,-1.16315628e+000,6.65891887e-001
8.18000000e+001,1.18502487e+000,-1.17179721e+000,6.65847870e-001
8.18100000e+001,1.17328682e+000,-1.18051412e+000,6.65803854e-001
8.18200000e+001,1.16146138e+000,-1.18930861e+000,6.65759840e-001
8.18300000e+001,1.14954778e+000,-1.19818220e+000,6.65715829e-001
8.18400000e+001,1.13754522e+000,-1.20713643e+000,6.65671819e-001
8.18500000e+001,1.12545288e+000,-1.21617281e+000,6.65627811e-001
8.18600000e+001,1.11326995e+000,-1.22529284e+000,6.65583805e-001
8.18700000e+001,1.10099557e+000,-1.23449799e+000,6.65539802e-001
8.18800000e+001,1.08862890e+000,-1.24378970e+000,6.65495800e-001
8.18900000e+001,1.07616905e+000,-1.25316941e+000,6.65451800e-001
8.19000000e+001,1.06361515e+000,-1.26263851e+000,6.65407802e-001
8.19100000e+001,1.05096629e+000,-1.27219838e+000,6.65363807e-001
8.19200000e+001,1.03822157e+000,-1.28185038e+000,6.65319813e-001
8.19300000e+001,1.02538006e+000,-1.29159582e+000,6.65275821e-001
8.19400000e+001,1.01244081e+000,-1.30143598e+000,6.65231831e-001
8.19500000e+001,9.99402878e-001,-1.31137211e+000,6.65187843e-001
8.19600000e+001,9.86265299e-001,-1.32140544e+000,6.65143857e-001
8.19700000e+001,9.73027097e-001,-1.33153713e+000,6.65099873e-001
8.19800000e+001,9.59687284e-001,-1.34176832e+000,6.65055892e-001
8.19900000e+001,9.46244862e-001,-1.35210010e+000,6.65011912e-001
8.20000000e+001,9.32698821e-001,-1.36253351e+000,6.64967934e-001
8.20100000e+001,9.19048143e-001,-1.37306954e+000,6.64923958e-001
8.20200000e+001,9.05291798e-001,-1.38370912e+000,6.64879984e-001
8.20300000e+001,8.91428749e-001,-1.39445313e+000,6.64836012e-001
8.20400000e+001,8.77457949e-001,-1.40530239e+000,6.64792042e-001
8.20500000e+001,8.63378343e-001,-1.41625764e+000,6.64748074e-001
8.20600000e+001,8.49188872e-001,-1.42731957e+000,6.64704108e-001
8.20700000e+001,8.34888467e-001,-1.43848879e+000,6.64660144e-001
8.20800000e+001,8.20476054e-001,-1.44976581e+000,6.64616182e-001
8.20900000e+001,8.05950556e-001,-1.46115109e+000,6.64572222e-001
8.21000000e+001,7.91310890e-001,-1.47264497e+000,6.64528263e-001
8.21100000e+001,7.76555970e-001,-1.48424772e+000,6.64484307e-001
8.21200000e+001,7.61684711e-001,-1.49595949e+000,6.64440353e-001
8.21300000e+001,7.46696022e-001,-1.50778034e+000,6.64396401e-001
8.21400000e+001,7.31588816e-001,-1.51971021e+000,6.64352451e-001
8.21500000e+001,7.16362006e-001,-1.53174893e+000,6.64308503e-001
8.21600000e+001,7.01014506e-001,-1.54389618e+000,6.64264557e-001
8.21700000e+001,6.85545236e-001,-1.55615153e+000,6.64220612e-001
8.21800000e+001,6.69953119e-001,-1.56851442e+000,6.64176670e-001
8.21900000e+001,6.54237086e-001,-1.58098411e+000,6.64132730e-001
8.22000000e+001,6.38396075e-001,-1.59355972e+000,6.64088792e-001
8.22100000e+001,6.22429034e-001,-1.60624023e+000,6.64044855e-001
8.22200000e+001,6.06334922e-001,-1.61902441e+000,6.64000921e-001
8.22300000e+001,5.90112711e-001,-1.63191087e+000,6.63956989e-001
8.22400000e+001,5.73761389e-001,-1.64489802e+000,6.63913058e-001
8.22500000e+001,5.57279959e-001,-1.65798408e+000,6.63869130e-001
8.22600000e+001,5.40667443e-001,-1.67116707e+000,6.63825204e-001
8.22700000e+001,5.23922886e-001,-1.68444475e+000,6.63781279e-001
8.22800000e+001,5.07045354e-001,-1.69781470e+000,6.63737357e-001
8.22900000e+001,4.90033940e-001,-1.71127422e+000,6.63693437e-001
8.23000000e+001,4.72887764e-001,-1.72482039e+000,6.63649518e-001
8.23100000e+001,4.55605978e-001,-1.73844999e+000,6.63605602e-001
8.23200000e+001,4.38187765e-001,-1.75215957e+000,6.63561687e-001
8.23300000e+001,4.20632346e-001,-1.76594536e+000,6.63517775e-001
8.23400000e+001,4.02938980e-001,-1.77980330e+000,6.63473864e-001
8.23500000e+001,3.85106970e-001,-1.79372903e+000,6.63429956e-001
8.23600000e+001,3.67135661e-001,-1.80771785e+000,6.63386049e-001
8.23700000e+001,3.49024450e-001,-1.82176474e+000,6.63342145e-001
8.23800000e+001,3.30772782e-001,-1.83586433e+000,6.63298242e-001
8.23900000e+001,3.12380161e-001,-1.85001086e+000,6.63254341e-001
8.24000000e+001,2.93846147e-001,-1.86419825e+000,6.63210443e-001
8.24100000e+001,2.75170367e-001,-1.87841998e+000,6.63166546e-001
8.24200000e+001,2.56352510e-001,-1.89266917e+000,6.63122651e-001
8.24300000e+001,2.37392339e-001,-1.90693849e+000,6.63078759e-001
8.24400000e+001,2.18289692e-001,-1.92122022e+000,6.63034868e-001
8.24500000e+001,1.99044485e-001,-1.93550618e+000,6.62990979e-001
8.24600000e+001,1.79656719e-001,-1.94978775e+000,6.62947093e-001
8.24700000e+001,1.60126482e-001,-1.96405584e+000,6.62903208e-001
8.24800000e+001,1.40453957e-001,-1.97830089e+000,6.62859325e-001
8.24900000e+001,1.20639423e-001,-1.99251286e+000,6.62815444e-001
8.25000000e+001,1.00683263e-001,-2.00668120e+000,6.62771565e-001
8.25100000e+001,8.05859663e-002,-2.02079488e+000,6.62727688e-001
8.25200000e+001,6.03481366e-002,-2.03484232e+000,6.62683814e-001
8.25300000e+001,3.99704947e-002,-2.04881145e+000,6.62639941e-001
8.25400000e+001,1.94538848e-002,-2.06268965e+000,6.62596070e-001
8.25500000e+001,-1.20072040e-003,-2.07646377e+000,6.62552201e-001
8.25600000e+001,-2.19922142e-002,-2.09012013e+000,6.62508334e-001
8.25700000e+001,-4.29193505e-002,-2.10364448e+000,6.62464469e-001
8.25800000e+001,-6.39807384e-002,-2.11702204e+000,6.62420606e-001
8.25900000e+001,-8.51748368e-002,-2.13023748e+000,6.62376745e-001
8.26000000e+001,-1.06499949e-001,-2.14327492e+000,6.62332886e-001
8.26100000e+001,-1.27954216e-001,-2.15611793e+000,6.62289029e-001
8.26200000e+001,-1.49535614e-001,-2.16874955e+000,6.62245174e-001
8.26300000e+001,-1.71241947e-001,-2.18115229e+000,6.62201321e-001
8.26400000e+001,-1.93070839e-001,-2.19330813e+000,6.62157469e-001
8.26500000e+001,-2.15019735e-001,-2.20519852e+000,6.62113620e-001
8.26600000e+001,-2.37085891e-001,-2.21680445e+000,6.62069773e-001
8.26700000e+001,-2.59266371e-001,-2.22810640e+000,6.62025928e-001
8.26800000e+001,-2.81558041e-001,-2.23908440e+000,6.61982085e-001
8.26900000e+001,-3.03957567e-001,-2.24971804e+000,6.61938243e-001
8.27000000e+001,-3.26461409e-001,-2.25998650e+000,6.61894404e-001
8.27100000e+001,-3.49065816e-001,-2.26986856e+000,6.61850567e-001
8.27200000e+001,-3.71766824e-001,-2.27934267e+000,6.61806732e-001
8.27300000e+001,-3.94560253e-001,-2.28838695e+000,6.61762898e-001
8.27400000e+001,-4.17441703e-001,-2.29697924e+000,6.61719067e-001
8.27500000e+001,-4.40406550e-001,-2.30509716e+000,6.61675238e-001
8.27600000e+001,-4.63449949e-001,-2.31271811e+000,6.61631410e-001
8.27700000e+001,-4.86566825e-001,-2.31981938e+000,6.61587585e-001
8.27800000e+001,-5.09751879e-001,-2.32637816e+000,6.61543761e-001
8.27900000e+001,-5.32999581e-001,-2.33237159e+000,6.61499940e-001
8.28000000e+001,-5.56304177e-001,-2.33777687e+000,6.61456120e-001
8.28100000e+001,-5.79659681e-001,-2.34257127e+000,6.61412303e-001
8.28200000e+001,-6.03059885e-001,-2.34673221e+000,6.61368487e-001
8.28300000e+001,-6.26498355e-001,-2.35023734e+000,6.61324674e-001
8.28400000e+001,-6.49968436e-001,-2.35306462e+000,6.61280862e-001
8.28500000e+001,-6.73463252e-001,-2.35519237e+000,6.61237052e-001
8.28600000e+001,-6.96975718e-001,-2.35659934e+000,6.61193245e-001
8.28700000e+001,-7.20498534e-001,-2.35726482e+000,6.61149439e-001
8.28800000e+001,-7.44024201e-001,-2.35716872e+000,6.61105635e-001
8.28900000e+001,-7.67545020e-001,-2.35629160e+000,6.61061834e-001
8.29000000e+001,-7.91053101e-001,-2.35461482e+000,6.61018034e-001
8.29100000e+001,-8.14540376e-001,-2.35212057e+000,6.60974236e-001
8.29200000e+001,-8.37998600e-001,-2.34879200e+000,6.60930440e-001
8.29300000e+001,-8.61419367e-001,-2.34461324e+000,6.60886647e-001
8.29400000e+001,-8.84794118e-001,-2.33956954e+000,6.60842855e-001
8.29500000e+001,-9.08114150e-001,-2.33364733e+000,6.60799065e-001
8.29600000e+001,-9.31370634e-001,-2.32683429e+000,6.60755277e-001
8.29700000e+001,-9.54554624e-001,-2.31911943e+000,6.60711491e-001
8.29800000e+001,-9.77657070e-001,-2.31049314e+000,6.60667707e-001
8.29900000e+001,-1.00066883e+000,-2.30094733e+000,6.60623925e-001
8.30000000e+001,-1.02358071e+000,-2.29047540e+000,6.60580145e-001
8.30100000e+001,-1.04638341e+000,-2.27907235e+000,6.60536367e-001
8.30200000e+001,-1.06906765e+000,-2.26673485e+000,6.60492591e-001
8.30300000e+001,-1.09162408e+000,-2.25346125e+000,6.60448817e-001
8.30400000e+001,-1.11404336e+000,-2.23925163e+000,6.60405045e-001
8.30500000e+001,-1.13631615e+000,-2.22410785e+000,6.60361275e-001
8.30600000e+001,-1.15843315e+000,-2.20803357e+000,6.60317506e-001
8.30700000e+001,-1.18038510e+000,-2.19103427e+000,6.60273740e-001
8.30800000e+001,-1.20216280e+000,-2.17311724e+000,6.60229976e-001
8.30900000e+001,-1.22375714e+000,-2.15429164e+000,6.60186214e-001
8.31000000e+001,-1.24515910e+000,-2.13456843e+000,6.60142453e-001
8.31100000e+001,-1.26635978e+000,-2.11396039e+000,6.60098695e-001
8.31200000e+001,-1.28735044e+000,-2.09248212e+000,6.60054939e-001
8.31300000e+001,-1.30812246e+000,-2.07014996e+000,6.60011184e-001
8.31400000e+001,-1.32866740e+000,-2.04698198e+000,6.59967432e-001
8.31500000e+001,-1.34897704e+000,-2.02299795e+000,6.59923682e-001
8.31600000e+001,-1.36904332e+000,-1.99821925e+000,6.59879933e-001
8.31700000e+001,-1.38885843e+000,-1.97266882e+000,6.59836187e-001
8.31800000e+001,-1.40841479e+000,-1.94637111e+000,6.59792442e-001
8.31900000e+001,-1.42770507e+000,-1.91935198e+000,6.59748700e-001
8.32000000e+001,-1.44672221e+000,-1.89163861e+000,6.59704959e-001
8.32100000e+001,-1.46545941e+000,-1.86325945e+000,6.59661220e-001
8.32200000e+001,-1.48391018e+000,-1.83424409e+000,6.59617484e-001
8.32300000e+001,-1.50206833e+000,-1.80462315e+000,6.59573749e-001
8.32400000e+001,-1.51992796e+000,-1.77442824e+000,6.59530017e-001
8.32500000e+001,-1.53748351e+000,-1.74369177e+000,6.59486286e-001
8.32600000e+001,-1.55472974e+000,-1.71244690e+000,6.59442557e-001
8.32700000e+001,-1.57166175e+000,-1.68072741e+000,6.59398830e-001
8.32800000e+001,-1.58827496e+000,-1.64856758e+000,6.59355105e-001
8.32900000e+001,-1.60456517e+000,-1.61600208e+000,6.59311383e-001
8.33000000e+001,-1.62052848e+000,-1.58306587e+000,6.59267662e-001
8.33100000e+001,-1.63616139e+000,-1.54979406e+000,6.59223943e-001
8.33200000e+001,-1.65146071e+000,-1.51622184e+000,6.59180226e-001
8.33300000e+001,-1.66642362e+000,-1.48238433e+000,6.59136511e-001
8.33400000e+001,-1.68104766e+000,-1.44831649e+000,6.59092798e-001
8.33500000e+001,-1.69533069e+000,-1.41405302e+000,6.59049087e-001
8.33600000e+001,-1.70927094e+000,-1.37962827e+000,6.59005378e-001
8.33700000e+001,-1.72286696e+000,-1.34507613e+000,6.58961671e-001
8.33800000e+001,-1.73611765e+000,-1.31042992e+000,6.58917966e-001
8.33900000e+001,-1.74902224e+000,-1.27572238e+000,6.58874263e-001
8.34000000e+001,-1.76158028e+000,-1.24098550e+000,6.58830562e-001
8.34100000e+001,-1.77379163e+000,-1.20625050e+000,6.58786862e-001
8.34200000e+001,-1.78565646e+000,-1.17154776e+000,6.58743165e-001
8.34300000e+001,-1.79717524e+000,-1.13690673e+000,6.58699470e-001
8.34400000e+001,-1.80834872e+000,-1.10235591e+000,6.58655777e-001
8.34500000e+001,-1.81917796e+000,-1.06792279e+000,6.58612085e-001
8.34600000e+001,-1.82966426e+000,-1.03363377e+000,6.58568396e-001
8.34700000e+001,-1.83980917e+000,-9.99514194e-001,6.58524709e-001
8.34800000e+001,-1.84961452e+000,-9.65588247e-001,6.58481023e-001
8.34900000e+001,-1.85908236e+000,-9.31878982e-001,6.58437340e-001
